Camera,Datetime,Dir,EagleLabel,Image1,Image2,ROI,bbox,regionID
CAM74,2016:11:18 13:37:13,d:\photo_set_1\,1.0,1795.0,1796.0,"[(354, 454), (1443, 1202)]","(166, 281, 469, 644)",10420.0
CAM74,2016:11:18 13:37:14,d:\photo_set_1\,1.0,1796.0,1797.0,"[(354, 454), (1443, 1202)]","(164, 289, 466, 711)",10353.0
CAM74,2016:11:18 13:37:15,d:\photo_set_1\,1.0,1797.0,1795.0,"[(354, 454), (1443, 1202)]","(171, 288, 466, 736)",10679.0
CAM74,2016:11:18 13:37:18,d:\photo_set_1\,1.0,1798.0,1799.0,"[(354, 454), (1443, 1202)]","(160, 287, 506, 747)",8702.0
CAM74,2016:11:18 13:37:19,d:\photo_set_1\,1.0,1799.0,1800.0,"[(354, 454), (1443, 1202)]","(163, 262, 517, 757)",9014.0
CAM74,2016:11:18 13:37:20,d:\photo_set_1\,1.0,1800.0,1798.0,"[(354, 454), (1443, 1202)]","(163, 263, 515, 756)",7794.0
CAM74,2016:11:18 13:37:22,d:\photo_set_1\,1.0,1801.0,1802.0,"[(354, 454), (1443, 1202)]","(182, 256, 466, 743)",10918.0
CAM74,2016:11:18 13:37:23,d:\photo_set_1\,1.0,1802.0,1803.0,"[(354, 454), (1443, 1202)]","(161, 286, 548, 806)",7444.0
CAM74,2016:11:18 13:37:23,d:\photo_set_1\,0.0,1802.0,1803.0,"[(354, 454), (1443, 1202)]","(453, 896, 584, 1089)",19270.0
CAM74,2016:11:18 13:37:24,d:\photo_set_1\,1.0,1803.0,1801.0,"[(354, 454), (1443, 1202)]","(164, 256, 548, 805)",7446.0
CAM74,2016:11:18 13:37:24,d:\photo_set_1\,0.0,1803.0,1801.0,"[(354, 454), (1443, 1202)]","(404, 895, 584, 1089)",17054.0
CAM74,2016:11:18 13:37:25,d:\photo_set_1\,1.0,1804.0,1805.0,"[(354, 454), (1443, 1202)]","(215, 528, 507, 894)",12304.0
CAM74,2016:11:18 13:37:26,d:\photo_set_1\,1.0,1805.0,1806.0,"[(354, 454), (1443, 1202)]","(216, 536, 623, 818)",12818.0
CAM74,2016:11:18 13:37:27,d:\photo_set_1\,1.0,1806.0,1804.0,"[(354, 454), (1443, 1202)]","(234, 525, 625, 894)",12952.0
CAM74,2016:11:18 13:37:27,d:\photo_set_1\,0.0,1806.0,1804.0,"[(354, 454), (1443, 1202)]","(452, 843, 643, 1089)",23028.0
CAM74,2016:11:18 13:37:28,d:\photo_set_1\,1.0,1807.0,1808.0,"[(354, 454), (1443, 1202)]","(174, 556, 654, 1089)",8185.0
CAM74,2016:11:18 13:37:30,d:\photo_set_1\,1.0,1808.0,1809.0,"[(354, 454), (1443, 1202)]","(173, 565, 603, 833)",9405.0
CAM74,2016:11:18 13:37:31,d:\photo_set_1\,1.0,1809.0,1807.0,"[(354, 454), (1443, 1202)]","(233, 553, 656, 840)",12171.0
CAM74,2016:11:18 13:37:32,d:\photo_set_1\,1.0,1810.0,1811.0,"[(354, 454), (1443, 1202)]","(219, 556, 615, 830)",12670.0
CAM74,2016:11:18 13:37:32,d:\photo_set_1\,0.0,1810.0,1811.0,"[(354, 454), (1443, 1202)]","(372, 915, 632, 1089)",20734.0
CAM74,2016:11:18 13:37:33,d:\photo_set_1\,1.0,1811.0,1812.0,"[(354, 454), (1443, 1202)]","(217, 566, 621, 853)",11985.0
CAM74,2016:11:18 13:37:33,d:\photo_set_1\,0.0,1811.0,1812.0,"[(354, 454), (1443, 1202)]","(228, 52, 381, 249)",12751.0
CAM74,2016:11:18 13:37:33,d:\photo_set_1\,0.0,1811.0,1812.0,"[(354, 454), (1443, 1202)]","(377, 854, 600, 1089)",19609.0
CAM74,2016:11:18 13:37:34,d:\photo_set_1\,0.0,1812.0,1810.0,"[(354, 454), (1443, 1202)]","(216, 661, 426, 865)",11098.0
CAM74,2016:11:18 13:37:34,d:\photo_set_1\,0.0,1812.0,1810.0,"[(354, 454), (1443, 1202)]","(226, 52, 381, 255)",11759.0
CAM74,2016:11:18 13:37:34,d:\photo_set_1\,1.0,1812.0,1810.0,"[(354, 454), (1443, 1202)]","(234, 556, 629, 840)",12295.0
CAM74,2016:11:18 13:37:34,d:\photo_set_1\,0.0,1812.0,1810.0,"[(354, 454), (1443, 1202)]","(365, 851, 626, 1089)",17806.0
CAM74,2016:11:18 13:37:35,d:\photo_set_1\,1.0,1813.0,1814.0,"[(354, 454), (1443, 1202)]","(238, 609, 539, 880)",14029.0
CAM74,2016:11:18 13:37:36,d:\photo_set_1\,1.0,1814.0,1815.0,"[(354, 454), (1443, 1202)]","(252, 609, 664, 1089)",15054.0
CAM74,2016:11:18 13:37:37,d:\photo_set_1\,1.0,1815.0,1813.0,"[(354, 454), (1443, 1202)]","(237, 618, 663, 1089)",13282.0
CAM74,2016:11:18 13:37:38,d:\photo_set_1\,1.0,1816.0,1817.0,"[(354, 454), (1443, 1202)]","(258, 627, 716, 1089)",14367.0
CAM74,2016:11:18 13:37:39,d:\photo_set_1\,1.0,1817.0,1818.0,"[(354, 454), (1443, 1202)]","(243, 631, 672, 1089)",14107.0
CAM74,2016:11:18 13:37:39,d:\photo_set_1\,0.0,1817.0,1818.0,"[(354, 454), (1443, 1202)]","(258, 20, 406, 176)",15193.0
CAM74,2016:11:18 13:37:40,d:\photo_set_1\,1.0,1818.0,1816.0,"[(354, 454), (1443, 1202)]","(244, 626, 687, 1089)",12594.0
CAM74,2016:11:18 13:37:41,d:\photo_set_1\,1.0,1819.0,1820.0,"[(354, 454), (1443, 1202)]","(247, 601, 655, 946)",13404.0
CAM74,2016:11:18 13:37:41,d:\photo_set_1\,0.0,1819.0,1820.0,"[(354, 454), (1443, 1202)]","(361, 901, 646, 1089)",18619.0
CAM74,2016:11:18 13:37:42,d:\photo_set_1\,1.0,1820.0,1821.0,"[(354, 454), (1443, 1202)]","(238, 596, 668, 1089)",12379.0
CAM74,2016:11:18 13:37:43,d:\photo_set_1\,1.0,1821.0,1819.0,"[(354, 454), (1443, 1202)]","(240, 597, 711, 1089)",11606.0
CAM74,2016:11:18 13:37:44,d:\photo_set_1\,1.0,1822.0,1823.0,"[(354, 454), (1443, 1202)]","(276, 604, 630, 857)",16855.0
CAM74,2016:11:18 13:37:45,d:\photo_set_1\,1.0,1823.0,1824.0,"[(354, 454), (1443, 1202)]","(232, 605, 623, 932)",13415.0
CAM74,2016:11:18 13:37:45,d:\photo_set_1\,0.0,1823.0,1824.0,"[(354, 454), (1443, 1202)]","(377, 928, 630, 1089)",20735.0
CAM74,2016:11:18 13:37:46,d:\photo_set_1\,1.0,1824.0,1822.0,"[(354, 454), (1443, 1202)]","(237, 606, 691, 1089)",12915.0
CAM74,2016:11:18 13:37:48,d:\photo_set_1\,1.0,1825.0,1826.0,"[(354, 454), (1443, 1202)]","(232, 556, 633, 844)",13186.0
CAM74,2016:11:18 13:37:48,d:\photo_set_1\,0.0,1825.0,1826.0,"[(354, 454), (1443, 1202)]","(383, 832, 630, 1089)",20636.0
CAM74,2016:11:18 13:37:49,d:\photo_set_1\,1.0,1826.0,1827.0,"[(354, 454), (1443, 1202)]","(233, 608, 625, 839)",13239.0
CAM74,2016:11:18 13:37:49,d:\photo_set_1\,0.0,1826.0,1827.0,"[(354, 454), (1443, 1202)]","(423, 927, 632, 1089)",22489.0
CAM74,2016:11:18 13:37:50,d:\photo_set_1\,1.0,1827.0,1825.0,"[(354, 454), (1443, 1202)]","(242, 550, 634, 859)",13488.0
CAM74,2016:11:18 13:37:51,d:\photo_set_1\,1.0,1828.0,1829.0,"[(354, 454), (1443, 1202)]","(188, 609, 538, 873)",10517.0
CAM74,2016:11:18 13:37:51,d:\photo_set_1\,0.0,1828.0,1829.0,"[(354, 454), (1443, 1202)]","(388, 848, 612, 1089)",21306.0
CAM74,2016:11:18 13:37:52,d:\photo_set_1\,1.0,1829.0,1830.0,"[(354, 454), (1443, 1202)]","(206, 567, 558, 864)",11778.0
CAM74,2016:11:18 13:37:54,d:\photo_set_1\,1.0,1830.0,1828.0,"[(354, 454), (1443, 1202)]","(187, 605, 564, 872)",9565.0
CAM74,2016:11:18 13:37:54,d:\photo_set_1\,0.0,1830.0,1828.0,"[(354, 454), (1443, 1202)]","(435, 872, 612, 1089)",22378.0
CAM74,2016:11:18 13:37:56,d:\photo_set_1\,1.0,1831.0,1832.0,"[(354, 454), (1443, 1202)]","(188, 607, 622, 839)",10305.0
CAM74,2016:11:18 13:37:56,d:\photo_set_1\,0.0,1831.0,1832.0,"[(354, 454), (1443, 1202)]","(345, 836, 630, 1089)",19324.0
CAM74,2016:11:18 13:37:57,d:\photo_set_1\,1.0,1832.0,1833.0,"[(354, 454), (1443, 1202)]","(186, 611, 553, 784)",10362.0
CAM74,2016:11:18 13:37:58,d:\photo_set_1\,1.0,1833.0,1831.0,"[(354, 454), (1443, 1202)]","(201, 609, 652, 839)",10841.0
CAM74,2016:11:18 13:37:58,d:\photo_set_1\,0.0,1833.0,1831.0,"[(354, 454), (1443, 1202)]","(377, 835, 638, 969)",19785.0
CAM74,2016:11:18 13:38:04,d:\photo_set_1\,1.0,1834.0,1835.0,"[(354, 454), (1443, 1202)]","(162, 594, 626, 1089)",7837.0
CAM74,2016:11:18 13:38:05,d:\photo_set_1\,1.0,1835.0,1836.0,"[(354, 454), (1443, 1202)]","(160, 542, 619, 1089)",6617.0
CAM74,2016:11:18 13:38:06,d:\photo_set_1\,1.0,1836.0,1834.0,"[(354, 454), (1443, 1202)]","(159, 542, 630, 1089)",6117.0
CAM74,2016:11:18 13:38:09,d:\photo_set_1\,1.0,1837.0,1838.0,"[(354, 454), (1443, 1202)]","(59, 281, 549, 820)",2038.0
CAM74,2016:11:18 13:38:10,d:\photo_set_1\,1.0,1838.0,1839.0,"[(354, 454), (1443, 1202)]","(119, 277, 562, 841)",5326.0
CAM74,2016:11:18 13:38:10,d:\photo_set_1\,0.0,1838.0,1839.0,"[(354, 454), (1443, 1202)]","(343, 833, 635, 1089)",13511.0
CAM74,2016:11:18 13:38:11,d:\photo_set_1\,1.0,1839.0,1837.0,"[(354, 454), (1443, 1202)]","(44, 274, 556, 840)",1908.0
CAM74,2016:11:18 13:38:11,d:\photo_set_1\,0.0,1839.0,1837.0,"[(354, 454), (1443, 1202)]","(345, 791, 629, 1089)",10342.0
CAM74,2016:11:18 13:38:12,d:\photo_set_1\,1.0,1840.0,1841.0,"[(354, 454), (1443, 1202)]","(157, 287, 718, 1089)",5678.0
CAM74,2016:11:18 13:38:13,d:\photo_set_1\,1.0,1841.0,1842.0,"[(354, 454), (1443, 1202)]","(161, 347, 748, 1089)",6471.0
CAM74,2016:11:18 13:38:13,d:\photo_set_1\,1.0,1841.0,1842.0,"[(354, 454), (1443, 1202)]","(187, 299, 435, 629)",7749.0
CAM74,2016:11:18 13:38:14,d:\photo_set_1\,1.0,1842.0,1840.0,"[(354, 454), (1443, 1202)]","(154, 287, 682, 1089)",5443.0
CAM74,2016:11:18 13:38:15,d:\photo_set_1\,1.0,1843.0,1844.0,"[(354, 454), (1443, 1202)]","(160, 302, 530, 781)",7893.0
CAM74,2016:11:18 13:38:16,d:\photo_set_1\,1.0,1844.0,1845.0,"[(354, 454), (1443, 1202)]","(160, 302, 431, 676)",6733.0
CAM74,2016:11:18 13:38:16,d:\photo_set_1\,0.0,1844.0,1845.0,"[(354, 454), (1443, 1202)]","(345, 688, 746, 1012)",14894.0
CAM74,2016:11:18 13:38:17,d:\photo_set_1\,0.0,1845.0,1843.0,"[(354, 454), (1443, 1202)]","(172, 506, 717, 789)",7518.0
CAM74,2016:11:18 13:38:17,d:\photo_set_1\,1.0,1845.0,1843.0,"[(354, 454), (1443, 1202)]","(197, 304, 416, 601)",8866.0
CAM74,2016:11:18 13:38:17,d:\photo_set_1\,0.0,1845.0,1843.0,"[(354, 454), (1443, 1202)]","(346, 829, 678, 1012)",15118.0
CAM74,2016:11:18 13:38:19,d:\photo_set_1\,1.0,1846.0,1847.0,"[(354, 454), (1443, 1202)]","(168, 305, 570, 832)",8131.0
CAM74,2016:11:18 13:38:19,d:\photo_set_1\,0.0,1846.0,1847.0,"[(354, 454), (1443, 1202)]","(344, 828, 637, 1089)",16404.0
CAM74,2016:11:18 13:38:20,d:\photo_set_1\,1.0,1847.0,1848.0,"[(354, 454), (1443, 1202)]","(173, 320, 581, 839)",7576.0
CAM74,2016:11:18 13:38:20,d:\photo_set_1\,0.0,1847.0,1848.0,"[(354, 454), (1443, 1202)]","(344, 834, 638, 1089)",15090.0
CAM74,2016:11:18 13:38:21,d:\photo_set_1\,1.0,1848.0,1846.0,"[(354, 454), (1443, 1202)]","(168, 305, 440, 634)",7101.0
CAM74,2016:11:18 13:38:21,d:\photo_set_1\,0.0,1848.0,1846.0,"[(354, 454), (1443, 1202)]","(249, 624, 697, 1089)",10867.0
CAM74,2016:11:18 13:38:22,d:\photo_set_1\,1.0,1849.0,1850.0,"[(354, 454), (1443, 1202)]","(127, 310, 457, 763)",4876.0
CAM74,2016:11:18 13:38:22,d:\photo_set_1\,0.0,1849.0,1850.0,"[(354, 454), (1443, 1202)]","(274, 654, 634, 1089)",11799.0
CAM74,2016:11:18 13:38:23,d:\photo_set_1\,1.0,1850.0,1851.0,"[(354, 454), (1443, 1202)]","(209, 314, 422, 630)",11980.0
CAM74,2016:11:18 13:38:23,d:\photo_set_1\,0.0,1850.0,1851.0,"[(354, 454), (1443, 1202)]","(343, 740, 642, 1054)",19092.0
CAM74,2016:11:18 13:38:24,d:\photo_set_1\,1.0,1851.0,1849.0,"[(354, 454), (1443, 1202)]","(127, 309, 715, 1050)",4824.0
CAM74,2016:11:18 13:38:25,d:\photo_set_1\,1.0,1852.0,1853.0,"[(354, 454), (1443, 1202)]","(164, 289, 485, 756)",7966.0
CAM74,2016:11:18 13:38:25,d:\photo_set_1\,0.0,1852.0,1853.0,"[(354, 454), (1443, 1202)]","(366, 835, 622, 1089)",16978.0
CAM74,2016:11:18 13:38:26,d:\photo_set_1\,1.0,1853.0,1854.0,"[(354, 454), (1443, 1202)]","(150, 289, 547, 834)",7713.0
CAM74,2016:11:18 13:38:26,d:\photo_set_1\,0.0,1853.0,1854.0,"[(354, 454), (1443, 1202)]","(365, 847, 634, 1017)",18331.0
CAM74,2016:11:18 13:38:27,d:\photo_set_1\,1.0,1854.0,1852.0,"[(354, 454), (1443, 1202)]","(148, 302, 557, 845)",6557.0
CAM74,2016:11:18 13:38:27,d:\photo_set_1\,0.0,1854.0,1852.0,"[(354, 454), (1443, 1202)]","(361, 806, 638, 1089)",14942.0
CAM74,2016:11:18 13:38:32,d:\photo_set_1\,0.0,1855.0,1856.0,"[(354, 454), (1443, 1202)]","(99, 552, 290, 751)",5500.0
CAM74,2016:11:18 13:38:32,d:\photo_set_1\,1.0,1855.0,1856.0,"[(354, 454), (1443, 1202)]","(171, 289, 418, 640)",9755.0
CAM74,2016:11:18 13:38:33,d:\photo_set_1\,1.0,1856.0,1857.0,"[(354, 454), (1443, 1202)]","(182, 281, 458, 590)",10360.0
CAM74,2016:11:18 13:38:33,d:\photo_set_1\,0.0,1856.0,1857.0,"[(354, 454), (1443, 1202)]","(365, 766, 576, 958)",19593.0
CAM74,2016:11:18 13:38:34,d:\photo_set_1\,1.0,1857.0,1855.0,"[(354, 454), (1443, 1202)]","(122, 283, 460, 750)",6655.0
CAM74,2016:11:18 13:38:34,d:\photo_set_1\,0.0,1857.0,1855.0,"[(354, 454), (1443, 1202)]","(344, 756, 638, 1089)",17420.0
CAM74,2016:11:18 13:38:35,d:\photo_set_1\,0.0,1858.0,1859.0,"[(354, 454), (1443, 1202)]","(145, 610, 314, 794)",8993.0
CAM74,2016:11:18 13:38:35,d:\photo_set_1\,1.0,1858.0,1859.0,"[(354, 454), (1443, 1202)]","(160, 274, 348, 649)",10007.0
CAM74,2016:11:18 13:38:36,d:\photo_set_1\,1.0,1859.0,1860.0,"[(354, 454), (1443, 1202)]","(161, 273, 458, 787)",9304.0
CAM74,2016:11:18 13:38:37,d:\photo_set_1\,1.0,1860.0,1858.0,"[(354, 454), (1443, 1202)]","(149, 281, 434, 794)",8661.0
CAM74,2016:11:18 13:38:40,d:\photo_set_1\,1.0,1861.0,1862.0,"[(354, 454), (1443, 1202)]","(155, 279, 470, 766)",7831.0
CAM74,2016:11:18 13:38:41,d:\photo_set_1\,1.0,1862.0,1863.0,"[(354, 454), (1443, 1202)]","(152, 277, 520, 795)",7286.0
CAM74,2016:11:18 13:38:42,d:\photo_set_1\,1.0,1863.0,1861.0,"[(354, 454), (1443, 1202)]","(162, 281, 441, 769)",7687.0
CAM74,2016:11:18 13:38:42,d:\photo_set_1\,0.0,1863.0,1861.0,"[(354, 454), (1443, 1202)]","(278, 524, 504, 764)",12697.0
CAM74,2016:11:18 13:38:52,d:\photo_set_1\,1.0,1864.0,1865.0,"[(354, 454), (1443, 1202)]","(176, 316, 471, 718)",9768.0
CAM74,2016:11:18 13:38:52,d:\photo_set_1\,0.0,1864.0,1865.0,"[(354, 454), (1443, 1202)]","(366, 846, 624, 1089)",20037.0
CAM74,2016:11:18 13:38:53,d:\photo_set_1\,1.0,1865.0,1866.0,"[(354, 454), (1443, 1202)]","(175, 333, 358, 608)",10509.0
CAM74,2016:11:18 13:38:53,d:\photo_set_1\,0.0,1865.0,1866.0,"[(354, 454), (1443, 1202)]","(177, 559, 334, 792)",10662.0
CAM74,2016:11:18 13:38:53,d:\photo_set_1\,0.0,1865.0,1866.0,"[(354, 454), (1443, 1202)]","(366, 911, 618, 1089)",20941.0
CAM74,2016:11:18 13:38:54,d:\photo_set_1\,1.0,1866.0,1864.0,"[(354, 454), (1443, 1202)]","(174, 314, 407, 791)",9858.0
CAM74,2016:11:18 13:38:54,d:\photo_set_1\,0.0,1866.0,1864.0,"[(354, 454), (1443, 1202)]","(377, 850, 586, 1089)",20417.0
CAM74,2016:11:18 13:38:58,d:\photo_set_1\,1.0,1867.0,1868.0,"[(354, 454), (1443, 1202)]","(162, 352, 469, 786)",10208.0
CAM74,2016:11:18 13:38:59,d:\photo_set_1\,1.0,1868.0,1869.0,"[(354, 454), (1443, 1202)]","(175, 323, 474, 754)",10497.0
CAM74,2016:11:18 13:39:00,d:\photo_set_1\,1.0,1869.0,1867.0,"[(354, 454), (1443, 1202)]","(162, 320, 491, 794)",8988.0
CAM74,2016:11:18 13:39:01,d:\photo_set_1\,1.0,1870.0,1871.0,"[(354, 454), (1443, 1202)]","(177, 338, 489, 836)",10175.0
CAM74,2016:11:18 13:39:02,d:\photo_set_1\,1.0,1871.0,1872.0,"[(354, 454), (1443, 1202)]","(172, 318, 462, 757)",10098.0
CAM74,2016:11:18 13:39:03,d:\photo_set_1\,1.0,1872.0,1870.0,"[(354, 454), (1443, 1202)]","(175, 341, 487, 800)",10131.0
CAM74,2016:11:18 13:39:06,d:\photo_set_1\,1.0,1873.0,1874.0,"[(354, 454), (1443, 1202)]","(170, 338, 372, 700)",9054.0
CAM74,2016:11:18 13:39:06,d:\photo_set_1\,0.0,1873.0,1874.0,"[(354, 454), (1443, 1202)]","(343, 831, 630, 1042)",18769.0
CAM74,2016:11:18 13:39:07,d:\photo_set_1\,1.0,1874.0,1875.0,"[(354, 454), (1443, 1202)]","(162, 326, 469, 729)",4864.0
CAM74,2016:11:18 13:39:07,d:\photo_set_1\,0.0,1874.0,1875.0,"[(354, 454), (1443, 1202)]","(280, 624, 748, 1089)",9309.0
CAM74,2016:11:18 13:39:08,d:\photo_set_1\,1.0,1875.0,1873.0,"[(354, 454), (1443, 1202)]","(162, 327, 748, 1089)",4736.0
CAM74,2016:11:18 13:39:10,d:\photo_set_1\,1.0,1876.0,1877.0,"[(354, 454), (1443, 1202)]","(0, 412, 670, 1089)",12.0
CAM74,2016:11:18 13:39:11,d:\photo_set_1\,1.0,1877.0,1878.0,"[(354, 454), (1443, 1202)]","(217, 412, 626, 842)",9034.0
CAM74,2016:11:18 13:39:11,d:\photo_set_1\,0.0,1877.0,1878.0,"[(354, 454), (1443, 1202)]","(346, 831, 680, 1089)",13196.0
CAM74,2016:11:18 13:39:12,d:\photo_set_1\,1.0,1878.0,1876.0,"[(354, 454), (1443, 1202)]","(0, 455, 562, 853)",24.0
CAM74,2016:11:18 13:39:12,d:\photo_set_1\,0.0,1878.0,1876.0,"[(354, 454), (1443, 1202)]","(377, 857, 669, 1089)",6213.0
CAM74,2016:11:18 13:39:15,d:\photo_set_1\,1.0,1879.0,1880.0,"[(354, 454), (1443, 1202)]","(220, 545, 748, 1089)",8386.0
CAM74,2016:11:18 13:39:16,d:\photo_set_1\,1.0,1880.0,1881.0,"[(354, 454), (1443, 1202)]","(250, 545, 654, 776)",12675.0
CAM74,2016:11:18 13:39:16,d:\photo_set_1\,0.0,1880.0,1881.0,"[(354, 454), (1443, 1202)]","(273, 731, 687, 1089)",13961.0
CAM74,2016:11:18 13:39:17,d:\photo_set_1\,1.0,1881.0,1879.0,"[(354, 454), (1443, 1202)]","(220, 555, 748, 1089)",8139.0
CAM74,2016:11:18 13:39:19,d:\photo_set_1\,1.0,1882.0,1883.0,"[(354, 454), (1443, 1202)]","(230, 557, 748, 1089)",9258.0
CAM74,2016:11:18 13:39:20,d:\photo_set_1\,1.0,1883.0,1884.0,"[(354, 454), (1443, 1202)]","(219, 602, 748, 1089)",7683.0
CAM74,2016:11:18 13:39:21,d:\photo_set_1\,1.0,1884.0,1882.0,"[(354, 454), (1443, 1202)]","(222, 558, 748, 1089)",7687.0
CAM74,2016:11:18 13:39:35,d:\photo_set_1\,1.0,1885.0,1886.0,"[(354, 454), (1443, 1202)]","(218, 614, 633, 1089)",10107.0
CAM74,2016:11:18 13:39:36,d:\photo_set_1\,1.0,1886.0,1887.0,"[(354, 454), (1443, 1202)]","(214, 614, 709, 1089)",10814.0
CAM74,2016:11:18 13:39:37,d:\photo_set_1\,1.0,1887.0,1885.0,"[(354, 454), (1443, 1202)]","(214, 616, 748, 1089)",8917.0
CAM74,2016:11:18 13:39:38,d:\photo_set_1\,1.0,1888.0,1889.0,"[(354, 454), (1443, 1202)]","(245, 626, 620, 1089)",14037.0
CAM74,2016:11:18 13:39:39,d:\photo_set_1\,1.0,1889.0,1890.0,"[(354, 454), (1443, 1202)]","(223, 627, 637, 1089)",11261.0
CAM74,2016:11:18 13:39:40,d:\photo_set_1\,1.0,1890.0,1888.0,"[(354, 454), (1443, 1202)]","(222, 626, 637, 1089)",10805.0
CAM74,2016:11:18 13:39:40,d:\photo_set_1\,0.0,1890.0,1888.0,"[(354, 454), (1443, 1202)]","(495, 669, 748, 858)",21781.0
CAM74,2016:11:18 13:39:44,d:\photo_set_1\,1.0,1891.0,1892.0,"[(354, 454), (1443, 1202)]","(230, 627, 619, 1089)",12707.0
CAM74,2016:11:18 13:39:45,d:\photo_set_1\,1.0,1892.0,1893.0,"[(354, 454), (1443, 1202)]","(236, 612, 633, 1089)",12869.0
CAM74,2016:11:18 13:39:46,d:\photo_set_1\,1.0,1893.0,1891.0,"[(354, 454), (1443, 1202)]","(230, 608, 631, 1089)",12076.0
CAM74,2016:11:18 13:39:48,d:\photo_set_1\,0.0,1894.0,1895.0,"[(354, 454), (1443, 1202)]","(0, 890, 193, 1089)",36.0
CAM74,2016:11:18 13:39:48,d:\photo_set_1\,1.0,1894.0,1895.0,"[(354, 454), (1443, 1202)]","(273, 663, 628, 1089)",13996.0
CAM74,2016:11:18 13:39:49,d:\photo_set_1\,1.0,1895.0,1896.0,"[(354, 454), (1443, 1202)]","(239, 620, 633, 1089)",13098.0
CAM74,2016:11:18 13:39:50,d:\photo_set_1\,0.0,1896.0,1894.0,"[(354, 454), (1443, 1202)]","(0, 888, 189, 1089)",47.0
CAM74,2016:11:18 13:39:50,d:\photo_set_1\,1.0,1896.0,1894.0,"[(354, 454), (1443, 1202)]","(239, 621, 637, 1086)",10886.0
CAM74,2016:11:18 13:39:52,d:\photo_set_1\,1.0,1897.0,1898.0,"[(354, 454), (1443, 1202)]","(218, 588, 587, 1058)",12481.0
CAM74,2016:11:18 13:39:53,d:\photo_set_1\,1.0,1898.0,1899.0,"[(354, 454), (1443, 1202)]","(213, 614, 588, 1089)",12836.0
CAM74,2016:11:18 13:39:54,d:\photo_set_1\,1.0,1899.0,1897.0,"[(354, 454), (1443, 1202)]","(227, 588, 621, 1071)",13223.0
CAM74,2016:11:18 13:39:55,d:\photo_set_1\,1.0,1900.0,1901.0,"[(354, 454), (1443, 1202)]","(225, 566, 618, 1089)",12661.0
CAM74,2016:11:18 13:39:56,d:\photo_set_1\,1.0,1901.0,1902.0,"[(354, 454), (1443, 1202)]","(225, 627, 678, 1089)",12656.0
CAM74,2016:11:18 13:39:57,d:\photo_set_1\,1.0,1902.0,1900.0,"[(354, 454), (1443, 1202)]","(223, 567, 621, 1089)",12185.0
CAM74,2016:11:18 13:40:00,d:\photo_set_1\,1.0,1903.0,1904.0,"[(354, 454), (1443, 1202)]","(226, 599, 660, 1089)",11470.0
CAM74,2016:11:18 13:40:01,d:\photo_set_1\,1.0,1904.0,1905.0,"[(354, 454), (1443, 1202)]","(223, 609, 639, 1089)",11442.0
CAM74,2016:11:18 13:40:02,d:\photo_set_1\,1.0,1905.0,1903.0,"[(354, 454), (1443, 1202)]","(220, 602, 594, 1074)",11169.0
CAM74,2016:11:18 13:40:04,d:\photo_set_1\,1.0,1906.0,1907.0,"[(354, 454), (1443, 1202)]","(225, 586, 590, 1071)",12511.0
CAM74,2016:11:18 13:40:05,d:\photo_set_1\,1.0,1907.0,1908.0,"[(354, 454), (1443, 1202)]","(219, 558, 486, 1037)",12997.0
CAM74,2016:11:18 13:40:06,d:\photo_set_1\,0.0,1908.0,1906.0,"[(354, 454), (1443, 1202)]","(240, 560, 519, 752)",14165.0
CAM74,2016:11:18 13:40:06,d:\photo_set_1\,1.0,1908.0,1906.0,"[(354, 454), (1443, 1202)]","(258, 766, 622, 1042)",15390.0
CAM74,2016:11:18 13:40:07,d:\photo_set_1\,1.0,1909.0,1910.0,"[(354, 454), (1443, 1202)]","(226, 605, 586, 1089)",13609.0
CAM74,2016:11:18 13:40:08,d:\photo_set_1\,1.0,1910.0,1911.0,"[(354, 454), (1443, 1202)]","(209, 619, 593, 1089)",11946.0
CAM74,2016:11:18 13:40:09,d:\photo_set_1\,1.0,1911.0,1909.0,"[(354, 454), (1443, 1202)]","(204, 608, 583, 1089)",11054.0
CAM74,2016:11:18 13:40:11,d:\photo_set_1\,1.0,1912.0,1913.0,"[(354, 454), (1443, 1202)]","(228, 600, 609, 999)",12615.0
CAM74,2016:11:18 13:40:12,d:\photo_set_1\,1.0,1913.0,1914.0,"[(354, 454), (1443, 1202)]","(227, 600, 637, 1089)",12989.0
CAM74,2016:11:18 13:40:13,d:\photo_set_1\,1.0,1914.0,1912.0,"[(354, 454), (1443, 1202)]","(236, 619, 637, 1089)",13272.0
CAM74,2016:11:18 13:40:14,d:\photo_set_1\,1.0,1915.0,1916.0,"[(354, 454), (1443, 1202)]","(220, 595, 546, 1032)",12215.0
CAM74,2016:11:18 13:40:14,d:\photo_set_1\,0.0,1915.0,1916.0,"[(354, 454), (1443, 1202)]","(471, 851, 633, 1089)",23707.0
CAM74,2016:11:18 13:40:15,d:\photo_set_1\,1.0,1916.0,1917.0,"[(354, 454), (1443, 1202)]","(209, 596, 582, 1089)",11587.0
CAM74,2016:11:18 13:40:16,d:\photo_set_1\,1.0,1917.0,1915.0,"[(354, 454), (1443, 1202)]","(209, 611, 635, 1089)",11002.0
CAM74,2016:11:18 13:40:19,d:\photo_set_1\,1.0,1918.0,1919.0,"[(354, 454), (1443, 1202)]","(226, 623, 592, 1089)",13132.0
